title,text,date,source,url,label,type
Alia defeats challengers Orbunde and Kuraun in Benue APC governorship primary,"The Benue State Governor, Hyacinth Alia, has been nominated as the candidate of the All Progressives Congress (APC) for the 2027 governorship election. He won the party’s direct primary election held on Thursday across the state. The Chairman of the APC Governorship Primary Election Committee, Mohammad Isah, announced the results at the party’s secretariat in Makurdi, the state capital. According to the results, Mr Alia polled 367,786 votes to defeat his closest challenger, Terwase Orbunde, who scored 3,247 votes, and Jeffrey Kuraun, who polled 2,923 votes. The landslide victory further strengthens the governor’s growing influence within the Benue APC machinery following weeks of political realignments and internal contests that have reshaped the party’s power structure ahead of the 2027 elections. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. Speaking after the declaration, Mr Alia thanked party members for what he described as overwhelming support and praised the adoption of direct primaries in the state. “I appreciate the members of the party for the overwhelming support and for embracing direct primaries where the people’s will prevailed in all the primary elections conducted,” the governor said. He pledged to continue his administration’s infrastructure and development programmes, saying his government would sustain efforts to make Benue “the envy of other states.” The governorship primary comes amid lingering tensions within the Benue APC following a prolonged leadership crisis between Governor Alia and Secretary to the Government of the Federation (SGF), George Akume. The rivalry divided the party into parallel structures, with the two factions conducting separate congresses and laying claim to legitimacy. The crisis prompted Mr Akume to convene a high-level reconciliation meeting in Makurdi on 30 April after concerns were raised by the national leadership of the APC and President Bola Tinubu. At the meeting, the SGF said the president wanted all elected officials under the APC platform, including members of the national and state MPs, to return automatically. “We want everybody to have a place. We want inclusiveness in this party,” Mr Akume had said after the reconciliation meeting. But Governor Alia publicly disagreed with the interpretation, insisting that neither the president nor the APC national leadership approved automatic tickets for any aspirants. “What the SGF said was a prayer and not a resolution,” the governor said then. Subsequent APC primaries in the state appeared to reinforce the governor’s position and political strength. Last Saturday, six serving C MPs believed to be loyal to Mr Akume lost their return tickets in the APC primaries. Those defeated included Austin Achado of Gwer East/Gwer West Federal Constituency, David Ogewu of Oju/Obi, Terseer Ugbor of Kwande/Ushongo, Sekav Iyortyom of Buruku, Dickson Tarkighir of Makurdi/Guma, and Sesoo Ikpagher of Vandeikya/Konshis",2026-05-22T11:57:56+00:00,premium_times,https://www.premiumtimesng.com/news/top-news/881858-alia-defeats-challengers-orbunde-and-kuraun-in-benue-apc-governorship-primary.html,0,
Court orders company to drop ‘Naira’ from its name,"The Federal High Court in Abuja on Friday, issued an order permanently restraining a company, eNaira Payment Solutions Ltd, from parading itself as the registered proprietor of the trademark, “eNaira.” In his judgement, Judge James Omotosho also granted a counter-claim of the Central Bank of Nigeria (CBN) and awarded N10 million against the company. Mr Omotosho ordered eNaira Payment Solutions Ltd to immediately change its name to another distinct name that does not use the word “Naira,” the Nigerian currency. The judge agreed with the defendants’ arguments that though the company had been incorporated since 2004, it had a misleading name. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. He held that “the name chosen by the plaintiff on its incorporation is in the circumstances unregistrable due to the misleading nature of the name which suggests government’s patronage.” The judge held that the Corporate Affairs Commission (CAC) was, therefore, right to issue the directive to the company to change its name in line with Section 852(2)(a) and (b) of the Companies and Allied Matters Act (CAMA), 2020. The News Agency of Nigeria (NAN) reports that eNaira Payment Solutions Ltd had, in the suit marked FHC/ABJ/CS/1113/2021, sued the CBN, the Registrar of Trademarks and the Registrar General of CAC. In the amended suit filed on 5 April 2024, the plaintiff brought 17 prayers including a N90.10 billion in damages. It prayed the court to restrain the defendants from withdrawing the trademark, “eNaira,” from it and stopping the CBN from claiming or conferring ownership of the name on itself. It described the acts of the defendants as unconstitutional takeover of its personal property which it had maintained for over 20 years, among other reliefs. But the CBN filed a further amended statement of defence and a counter-claim on 5 July 2024, marked FHC/ABJ/CS/1591/2021. The central bank sought five reliefs, including, a perpetual order restraining the company from parading itself as the registered proprietor of the Trademark “eNaira”. The CBN sought an order directing the company to pay it N20 billion as general damages for the colossal global embarrassment caused by the company claiming proprietorship of a trademark that does not belong to it. It also sought an award of N200 million for the cost of prosecuting the suit. Besides, the CAC, in its statement of defence and counter-claim filed on 2 May 2024, sought an order directing the company to change its name to another distinct name without the use of the word, “Naira.” In establishing its case, the plaintiff called one witness, the CBN and CAC also called a witness each while parties tendered documentary evidence as exhibits. Delivering a consolidated judgement in the suits, Justice Omotosho observed that the Trademark Registry, through a letter dated Nov. 15, 2021, had written to eNaira Ltd canceling and withdrawing the acceptance letters issued to the company ",2026-05-22T11:46:12+00:00,premium_times,https://www.premiumtimesng.com/business/business-news/881859-court-orders-company-to-drop-naira-from-its-name.html,0,
2027: Businessman clinches Abia APC governorship ticket,"The All Progressives Congress (APC) has declared renowned businessman, Eric Opah, as the winner of its governorship primary for the 2027 general elections. The Returning Officer and Chairman of the APC Governorship Primary Election Committee, Bartho Nyelong, announced the result at the APC secretariat in Umuahia, on Thursday night. According to the result, Mr Opah polled 126,977 votes to defeat his closest rival, the former Minister of State for Science and Innovations, Henry Ikoh, who secured 5,905 votes. Mr Nyelong said the results were collated from all the 17 LGAs after voting was conducted across the state’s 184 wards. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. He said that Mr Opah met all the requirements of the party’s constitution and electoral guidelines and was, therefore, duly elected as the party’s standard bearer for the 2027 governorship poll. He described the primary as transparent, peaceful, and a true reflection of the democratic spirit within the party. Mr Nyelong also commended the delegates and supporters for their discipline, which ensured the smooth conduct of the exercise. He later presented Mr Opah with the Certificate of Return, officially confirming him as the APC governorship candidate for 2027. Meanwhile, the state APC leadership has congratulated Mr Opah on his emergence, hoping to unseat the Labour Party-led administration of Governor Alex Otti in 2027. In a statement signed by its Publicity Secretary, Uche Aguoru, the party described Mr Opah as an internationally renowned businessman and distinguished leader with the vision, experience, and leadership strength required to reposition the state. “We urge all members and supporters to remain united and committed as we collectively work towards delivering purposeful leadership for the people of Abia,” the statement partly read. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting.",2026-05-22T11:40:58+00:00,premium_times,https://www.premiumtimesng.com/news/top-news/881856-2027-businessman-clinches-abia-apc-governorship-ticket.html,0,
"2027: Akwa Ibom APC aspirants sue party, INEC over alleged unlawful disqualification","Eight aspirants of the All Progressives Congress (APC) in Akwa Ibom State have sued the party and the Independent National Electoral Commission (INEC) at the Federal High Court in Uyo over their alleged disqualification from the party’s State House of Assembly primaries. The suit, marked FHC/UY/CS/104/2026 and filed at the Federal High Court, Uyo, listed the applicants as Asuquo Okon, Uko Johnson, Kennedy Akpan, Effiong Bassey, Nsunwara Osung, Noah Okon, Nyoho Jackson and Godwin Umontuen. The respondents are the Akwa Ibom State chapter of the APC, the party’s state screening appeal committee, the national leadership of the APC and INEC. In the originating summons dated 18 May and filed through their counsel, Nsikak Ekpenyong and Uduak Ekanem, the applicants accused the respondents of breaching constitutional provisions and the Electoral Act in the conduct of the screening exercise for the 2026 State House of Assembly elections. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. PREMIUM TIMES reported that disqualified APC aspirants for the state assembly claimed that the President of the Senate Godswill Akpabio and Governor Umo Eno of Akwa Ibom handpicked the party candidates for the assembly elections. The aspirants asked the court to determine whether the respondents could lawfully disqualify them on grounds “unknown to the Constitution and Electoral Act” and whether failing to disclose reasons for their disqualification violated their right to fair hearing under Section 36(1) of the 1999 Constitution. They also challenged the validity of the screening exercise allegedly conducted on 11 May, arguing that it was held outside the official timetable issued by the APC National Working Committee, which fixed the screening period for 6 to 10 May. The applicants further asked the court to determine whether, under Section 84(14) of the Electoral Act 2022, they were entitled to judicial redress if a political party failed to comply with its guidelines and timetable in the nomination process. In the suit, the aspirants sought declarations that their alleged disqualification was unconstitutional, unlawful, null and void, insisting they were denied fair hearing and that the party imposed arbitrary criteria not recognised by the Constitution or the Electoral Act. They also asked the court to set aside the purported disqualification and compel the respondents to clear them to participate in the APC State House of Assembly primaries scheduled for 20 May. The applicants further requested an order compelling the respondents to release all screening reports, score sheets, minutes of proceedings, findings and recommendations relating to them. They equally sought an interlocutory injunction restraining the respondents from conducting or proceeding with APC primaries in seven constituencies pending the determination of the suit. The constituencies listed are Nsit Ibom, Ikono, Ibesikpo Asutan, Oron/Udung Uko, Etim Ekpo/",2026-05-22T10:24:36+00:00,premium_times,https://www.premiumtimesng.com/news/top-news/881833-2027-akwa-ibom-apc-aspirants-sue-party-inec-over-alleged-unlawful-disqualification.html,0,
"APC postpones Kwara, Bauchi governorship primaries as candidates emerge in 25 states","The All Progressives Congress (APC) has postponed its governorship primaries in Kwara and Bauchi states to Friday, according to a statement by its National Publicity Secretary, Felix Morka. The party also rescheduled the State House of Assembly primaries for Maradun I and Maradun II constituencies in Zamfara State to Sunday. In the statement issued on Thursday from the APC National Secretariat in Abuja, Mr Morka said the decision was approved by the National Working Committee (NWC) following consultations with stakeholders. The decision, he said, was taken “in furtherance of the party’s commitment to ensuring a transparent, orderly, peaceful and credible primary election process.” Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. In Kwara State, the postponement caused confusion as party members had already gathered in several wards, with voting reportedly underway or about to commence in some areas. Shortly after the announcement, at least eight governorship aspirants stepped down in support of Yahaya Seriki, according to reports by several media outlets and party sources. Those who withdrew include Wale Sulaiman, Mohammed Bio, Toyin Alabi, Ibrahim Oloriegbe, Ahmad Mahmoud, Aisha Patigi, Salako Oluwatoyin, and House of Assembly Speaker Yakubu Danladi-Salihu. In Bauchi State, supporters of aspirant Nura Soro staged protests at the hotel accommodating the electoral committee, alleging attempts to influence the process. “We want a peaceful, free, fair and credible primary election. We do not want imposition,” one supporter said. However, the APC produced governorship candidates in 25 states on Thursday, with several incumbent governors and prominent aspirants securing tickets across the country. In Delta State, Governor Sheriff Oborevwori polled 345,375 votes in a direct primary and described the exercise as “transparent and exemplary.” In Lagos, Deputy Governor Obafemi Hamzat defeated Olanrewaju Jim-Kamal, polling 657,917 votes against one. In Rivers State, Kingsley Chinda, an ally of FCT Minister Nyesom Wike, emerged with 268,497 votes after Governor Siminalayi Fubara withdrew from the race on Wednesday night, citing “peace and unity.” In Gombe, Jamilu Gwamna defeated former ministers Isa Pantami and Saidu Alkali with 247,161 votes. Governors Uba Sani of Kaduna, Dikko Radda of Katsina, Nasir Idris of Kebbi and Abba Kabir Yusuf of Kano were affirmed as candidates in their states, while Senator Solomon Adeola (Yayi) emerged as the consensus candidate in Ogun State. Governor Peter Mbah also secured the APC ticket in Enugu State. In Oyo State, Senator Sharafadeen Alli emerged as the candidate after polling 578,143 votes. He defeated Senator Fatai Buhari, who scored 37,265 votes, and former Minister of Power Adebayo Adelabu who polled 19,193 votes. No governorship primaries were conducted in the eight off-cycle states — Kogi, Edo, Bayelsa, Anambra, Imo, Osun, Ekiti and Ondo — which operate on separate el",2026-05-22T09:08:58+00:00,premium_times,https://www.premiumtimesng.com/news/top-news/881824-apc-postpones-kwara-bauchi-governorship-primaries-as-candidates-emerge-in-25-states.html,0,
Court grants Malabu leave to seek judicial review over OPL 245 split,"The Federal High Court in Abuja on Thursday granted leave to Malabu Oil & Gas Limited to apply for a judicial review against the Federal Government over the alleged splitting of Oil Prospecting Licence (OPL) 245. Delivering the ruling, Justice Mohammed Umar held that the ex-parte motion filed by the company through its lawyer, Reuben Atabo, a Senior Advocate of Nigeria, was meritorious. The judge said the court was satisfied with the depositions contained in the affidavit attached to the application, particularly some of the paragraphs relied upon by the applicant. Mr Umar subsequently adjourned the matter until 11 June to enable Malabu to file and serve the originating summons in respect of the reliefs being sought. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. In the suit marked FHC/ABJ/CS/871/2026, Malabu Oil & Gas Limited listed the president, the Attorney-General of the Federation (AGF), and the Minister of Petroleum Resources as first to third respondents respectively. The suit comes less than two months after President Bola Tinubu on 5 March announced the government had resolved a decades-long dispute over Oil Prospecting Licence (OPL) 245, one of Nigeria’s most commercially significant deepwater oil blocks. At the time, the presidency said the agreement paves the way for development that could add approximately 150,000 barrels per day to Nigeria’s production capacity. Although details of the agreement are still sketchy and were not made public, the president’s office described it as a “historic settlement” that would unlock the development of one of Nigeria’s most strategically important deepwater resources. On Thursday, Malabu in its suit alleged that the Federal Government split OPL 245 into four separate assets and reassigned them to Shell Nigeria Ultra-Deep Limited, Shell Nigeria Exploration Production Company Limited, Nigerian Agip Exploration Company Limited, and Nigerian National Petroleum Company (NNPC) Limited. According to Malabu, the reallocation was carried out through the OPL 245 Resolution Agreement executed on or about 5 March. The firm further alleged that the action was taken without the consent or approval of its directors. The matter is expected to return to court on 11 June for further proceedings. OPL 245 was originally awarded to Malabu Oil and Gas by the regime of General Sani Abacha in 1998. Under the terms of the award, Malabu — a briefcase company set up by Mr Abacha’s son and the then petroleum minister, Dan Etete, in controversial circumstances — was required to develop the block in partnership with an international technical partner and pay a signature bonus of $20 million. The company paid only $2 million before entering into a joint operation agreement with Shell Nigeria Ultra Deep Limited (SNUD). Malabu received its operating licence in April 2001, but it was revoked three months later, in July 2001. The administration of former President Olusegun Obasanjo",2026-05-22T09:05:34+00:00,premium_times,https://www.premiumtimesng.com/business/business-news/881822-court-grants-malabu-leave-to-seek-judicial-review-over-opl-245-split.html,0,
"Hajj 2026: NAHCON completes outbound airlift of pilgrims, sets 3 June for return flights","The National Hajj Commission of Nigeria (NAHCON) has successfully concluded the 2026 Hajj outbound airlift operation, marking a major milestone ahead of this year’s pilgrimage rites in the Kingdom of Saudi Arabia. A statement by the Commission on Thursday said the final outbound flight departed at exactly 10:44 a.m. on 21 May, with a Max Air aircraft conveying pilgrims from Zamfara State through the Gusau International Airport. The operation, which began on 3 May, saw a total of 98 flights conducted within 18 days — averaging about five flights daily. Nigeria was allocated a total Hajj quota of 50,000 pilgrims for the 2026 exercise, including 9,750 slots reserved for licensed tour operators, officials and support personnel. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. According to the statement, about 39,000 pilgrims under the government quota were successfully transported to Saudi Arabia for the spiritual exercise. The Commission explained that a number of intending pilgrims could not travel due to unavoidable circumstances such as ill health and deaths recorded after visa issuance. Several pilgrims who spoke to PREMIUM TIMES commended NAHCON for what they described as one of the smoothest Hajj airlift operations in recent years. A pilgrim from Kaduna State, Ali Musa, said the process was “well coordinated and stress-free.” “From screening to boarding, everything moved faster than we expected. We thank NAHCON and the officials for treating pilgrims with patience and respect,” he said. Similarly, Ummi Lere, praised the Commission for ensuring comfort and proper communication throughout the journey. “This year’s arrangement is commendable. We received timely information and the officials were supportive at every stage,” she stated. Another pilgrim from Oyo, Sonni Lawal, described the exercise as “highly organised.” “We pray Allah rewards NAHCON and the Nigerian government. The airlift was peaceful and orderly despite the large number of pilgrims,” he added. The Chairman and Chief Executive Officer of NAHCON, Ismail Yusuf, praised the commitment and cooperation of stakeholders who contributed to the success of the operation. He commended NAHCON board members and staff, State Pilgrims Welfare Boards, licenced tour operators, air carriers, security agencies and operational committees for their resilience and dedication. The Commission also expressed appreciation to President Bola Tinubu and Vice President Kashim Shettima for their support and supervision throughout the exercise. Meanwhile, NAHCON announced that preparations for the return journey are already underway, with inbound flights scheduled to commence on 3 June. It added that detailed return schedules would be communicated in due course. The Commission further disclosed that planning for the 2027 Hajj exercise would begin immediately after the conclusion of this year’s pilgrimage as part of efforts to improve future operations and service ",2026-05-21T14:51:14+00:00,premium_times,https://www.premiumtimesng.com/news/more-news/881611-hajj-2026-nahcon-completes-inbound-airlift-of-pilgrims-sets-3-june-for-return-flights.html,0,
Katsina PDP unveils senatorial candidates as party battles lingering divisions,"A faction of the Peoples Democratic Party (PDP) in Katsina State on Wednesday endorsed three senatorial aspirants for the 2027 general elections, insisting the party remains strong enough to challenge the ruling All Progressives Congress (APC) despite years of internal leadership tussles and defections. State Chairman Nura Amadi-Kurfi announced the affirmation of Hamisu Gambo-Danlawan (popularly known as Danlawan) as the preferred candidate for Katsina Central District; Aliyu Abdulmumin-Abdullahi for the Daura zone and Nura Khalil for the Funtua zone. Mr Amadi-Kurfi, who emerged from a 2024 congress backed by the faction led by former governorship candidate Senator Yakubu Lado-Danmarke, described the party as “fully united” across the 34 local government areas. He expressed confidence that the PDP would reclaim power in 2027 by addressing insecurity, poverty, unemployment, and poor access to social services. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. “The PDP is prepared to provide purposeful leadership that will tackle the numerous challenges facing the people of Katsina State,” he said. The chairman highlighted persistent security issues causing loss of lives and displacement, and pledged priority on restoring peace, reviving education and agriculture, and creating jobs for youths and women. He urged supporters to mobilise at the grassroots. Mr Lado-Danmarke, the party’s 2023 governorship candidate who remains a dominant figure in this PDP bloc, reinforced the message. He said the endorsed politicians have the capacity to deliver effective representation. Mr Gambo-Danlawan, a former House of Representatives member and one-time Katsina Local Government chairman who recently returned to the PDP after a brief stint with the APC, pledged quality representation and close collaboration with other party candidates. The endorsement comes against the backdrop of protracted factional struggles within the Katsina PDP. Mr Amadi-Kurfi’s leadership emerged from a parallel congress and was sworn in by the Lado-Danmarke-led group in 2024. Earlier leadership crises had led to caretaker committees, court interventions, and the defection of a previous chairman, Salisu Uli, to the African Democratic Congress (ADC) in 2025. While the Amadi-Kurfi-led executive has been active — recently criticising the APC government on security and education — questions remain about full recognition and reconciliation with other PDP stakeholders in the state. The national PDP itself continues to grapple with its own leadership crisis, with rival factions and court cases affecting cohesion across states. Political observers note that these “affirmations” or endorsements are early moves ahead of formal primaries. They signal an attempt by the Lado-Danmarke-aligned group to project unity and momentum, especially as the ADC has gained ground through defections and the ruling APC maintains strong control in Katsina. The PDP is banki",2026-05-21T14:46:49+00:00,premium_times,https://www.premiumtimesng.com/news/top-news/881608-katsina-pdp-unveils-senatorial-candidates-as-party-battles-lingering-divisions.html,0,
"Kano residents decry heatwave, erratic power as businesses struggle","Residents of Kano State have expressed concern over a heatwave sweeping across the state and other parts of northern Nigeria. They also complained about erratic electricity supply, saying it is crippling socio-economic activities and making it harder to cope with the extreme weather. Speaking with the News Agency of Nigeria (NAN) in Kano, some residents and small-scale business operators described this hot season as one of the toughest in recent years. A resident, Rekiya Aliyu, said this year’s heat had been unusually intense and began earlier than expected. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. “This year, there was no extreme cold weather at all, even during the cold season. After Ramadan, the kind of heat we’ve experienced in Kano is like nothing I’ve seen since I moved here,” she said. Mrs Aliyu added that the heat becomes unbearable by noon, disrupting daily life and affecting residents’ health. “I keep pouring water on my body from morning till night to cool down. Even the water in the bathroom gets hot on its own,” she said. Another resident, Salma Usman, a housewife, said the weather becomes unbearable between afternoon and evening. “The heat is seriously affecting our activities. In the afternoon, we are tired, sweating, and weak. My children have heat rashes and keep crying because of the heat,” she said. Yusufa Abdullahi, a bricklayer, said the heat had robbed many residents of sleep and reduced productivity. “The weather is very serious. We can’t even sleep at night. If you don’t sleep, you can’t work well. Even in the morning, I feel tired and dizzy at work,” he said. A school teacher, Ele Abalaka, described the heat as overwhelming and said unstable electricity had worsened the hardship, forcing households to rely on costly alternatives. “We hardly have electricity throughout the week. Sometimes power comes on for only a few minutes and then goes off again. If you want comfort at night or to preserve food, you must use a generator or solar power,” she said. According to her, running a generator now costs more than N7,000 daily in fuel. Matilda Udo, who produces natural drinks such as zobo, kunu, and tiger nut drink, said the harsh weather and poor power supply had hurt her business. “I spend a lot buying ice blocks to keep my drinks cold. Sometimes, the cost of preservation wipes out my profit,” she said. Sarah King, a student and fashion designer, said the intense heat had slowed her productivity and affected customer service. “The heat makes me weak and slows down my work. Sometimes I have to stop and wait for the weather to cool before I continue,” she said. The respondents appealed to the government and electricity providers to improve the power supply to boost socio-economic activities. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting.",2026-05-21T14:34:29+00:00,premium_times,https://www.premiumtimesng.com/news/more-news/881604-kano-residents-decry-heatwave-erratic-power-as-businesses-struggle-2.html,0,
Tinubu hails NDLEA for busting Nigerian-Mexican drug syndicate,"President Bola Tinubu has congratulated the National Drug Law Enforcement Agency (NDLEA) over the bust of a Nigerian-Mexican drug syndicate and the dismantling of a multi-million-dollar drug network. This is contained in a statement issued by presidential spokesperson, Bayo Onanuga, on Thursday in Abuja. NDLEA Chairman, Buba Marwa, on Wednesday announced the major breakthrough following weeks of intelligence gathering and coordinated operations involving NDLEA operatives and international security partners. The operation led to the arrest of some foreign nationals, local kingpins, and several collaborators, alongside the seizure of chemicals and illicit drugs valued at more than $360 million. Follow us on Google News and never miss breaking stories, investigations, and in-depth reporting. Mr Tinubu described the operation as a significant milestone in Nigeria’s campaign against organised crime, narcotics trafficking, and transborder criminal networks threatening national and regional security. The president said the successful operation demonstrated exceptional professionalism, courage, and unwavering commitment. “I commend the bravery, resilience, and dedication displayed by operatives of the NDLEA throughout this mission. “I urge them not to be complacent in confronting the menace of drug trafficking,” the president said. Mr Tinubu warned that West Africa had increasingly become a major transit corridor for cocaine, synthetic narcotics, and unregulated pharmaceutical products destined for Europe and North America. “West Africa has become a great concern in the global war against narcotics as drug barons turn our region into a transit hub for moving cocaine, synthetic drugs and unregulated pharmaceuticals,” he said. The president noted that, beyond the security implications, illicit drugs also pose grave dangers to young people across the region, many of whom had become victims of addiction and criminal exploitation. “Drugs not only pose a critical security threat for our region, but they also pose a grave danger to the future of our youth, some of whom have become victims of the trade,” he said. He urged Nigerians to support security agencies by remaining vigilant and reporting suspicious activities that could expose criminal operations and illegal trafficking networks within communities nationwide. “I call on all Nigerians to see the fight against illicit drugs not as NDLEA’s alone. “Everyone has a role to play. We must remain vigilant and promptly report suspicious activities,” he said. Mr Tinubu stressed that the successful operation had sent a strong signal that Nigeria’s security agencies remained committed to confronting organised crime and enforcing the law without compromise. “This landmark success is a strong message that our security agencies will not tolerate organised crime and criminality anywhere in the country, and that those who threaten public safety will face the law,” Mr Tinubu said. Follow us on Google News and never miss br",2026-05-22T05:21:49+00:00,premium_times,https://www.premiumtimesng.com/news/top-news/881772-tinubu-hails-ndlea-for-busting-nigerian-mexican-drug-syndicate.html,0,
